"target_path","source_count","source_examples","href_examples","hostname_examples","in_sitemap","status","final_url"
"/blog/emergency-sewer-help-in-garland-signs-and-next-steps","2","/blog|/blog/emergency-sewer-help-in-garland-signs-and-next-steps","https://plumbinghands.com/blog/emergency-sewer-help-in-garland-signs-and-next-steps","plumbinghands.com","yes","200","https://plumbinghands.com/blog/emergency-sewer-help-in-garland-signs-and-next-steps"
"/blog/how-long-should-emergency-drain-cleaning-take","2","/blog|/blog/how-long-should-emergency-drain-cleaning-take","https://plumbinghands.com/blog/how-long-should-emergency-drain-cleaning-take","plumbinghands.com","yes","200","https://plumbinghands.com/blog/how-long-should-emergency-drain-cleaning-take"
"/blog/how-to-know-if-a-clogged-drain-is-actually-a-sewer-line-problem","2","/blog|/blog/how-to-know-if-a-clogged-drain-is-actually-a-sewer-line-problem","https://plumbinghands.com/blog/how-to-know-if-a-clogged-drain-is-actually-a-sewer-line-problem","plumbinghands.com","yes","200","https://plumbinghands.com/blog/how-to-know-if-a-clogged-drain-is-actually-a-sewer-line-problem"
"/blog/kitchen-sink-backing-up-in-dallas-signs-you-need-drain-help","11","/blog|/blog/toilet-overflowing-at-night-in-dallas-fast-steps-for-homeowners|/blog/roto-rooter-vs-local-emergency-plumber-in-dallas-which-should-you-call|/blog/kitchen-sink-backing-up-in-dallas-signs-you-need-drain-help|/blog/emergency-plumbing-in-arlington-tx-common-night-and-weekend-problems","https://plumbinghands.com/blog/kitchen-sink-backing-up-in-dallas-signs-you-need-drain-help","plumbinghands.com","yes","200","https://plumbinghands.com/blog/kitchen-sink-backing-up-in-dallas-signs-you-need-drain-help"
"/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options","11","/blog|/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options|/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call|/blog/same-day-drain-cleaning-in-dallas-what-to-expect|/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch","https://plumbinghands.com/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options","plumbinghands.com","yes","200","https://plumbinghands.com/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options"
"/blog/roto-rooter-vs-local-emergency-plumber-in-dallas-which-should-you-call","12","/blog|/blog/toilet-overflowing-at-night-in-dallas-fast-steps-for-homeowners|/blog/roto-rooter-vs-local-emergency-plumber-in-dallas-which-should-you-call|/blog/kitchen-sink-backing-up-in-dallas-signs-you-need-drain-help|/blog/emergency-plumbing-in-arlington-tx-common-night-and-weekend-problems","https://plumbinghands.com/blog/roto-rooter-vs-local-emergency-plumber-in-dallas-which-should-you-call","plumbinghands.com","yes","200","https://plumbinghands.com/blog/roto-rooter-vs-local-emergency-plumber-in-dallas-which-should-you-call"
"/blog/same-day-drain-cleaning-in-dallas-what-to-expect","11","/blog|/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options|/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call|/blog/same-day-drain-cleaning-in-dallas-what-to-expect|/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch","https://plumbinghands.com/blog/same-day-drain-cleaning-in-dallas-what-to-expect","plumbinghands.com","yes","200","https://plumbinghands.com/blog/same-day-drain-cleaning-in-dallas-what-to-expect"
"/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call","11","/blog|/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options|/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call|/blog/same-day-drain-cleaning-in-dallas-what-to-expect|/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch","https://plumbinghands.com/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call","plumbinghands.com","yes","200","https://plumbinghands.com/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call"
"/blog/signs-your-main-drain-needs-same-day-service","2","/blog|/blog/signs-your-main-drain-needs-same-day-service","https://plumbinghands.com/blog/signs-your-main-drain-needs-same-day-service","plumbinghands.com","yes","200","https://plumbinghands.com/blog/signs-your-main-drain-needs-same-day-service"
"/blog/toilet-overflowing-at-night-in-dallas-fast-steps-for-homeowners","12","/blog|/blog/toilet-overflowing-at-night-in-dallas-fast-steps-for-homeowners|/blog/roto-rooter-vs-local-emergency-plumber-in-dallas-which-should-you-call|/blog/kitchen-sink-backing-up-in-dallas-signs-you-need-drain-help|/blog/emergency-plumbing-in-arlington-tx-common-night-and-weekend-problems","https://plumbinghands.com/blog/toilet-overflowing-at-night-in-dallas-fast-steps-for-homeowners","plumbinghands.com","yes","200","https://plumbinghands.com/blog/toilet-overflowing-at-night-in-dallas-fast-steps-for-homeowners"
"/blog/toilet-shower-and-sink-backing-up-together-what-it-means","2","/blog|/blog/toilet-shower-and-sink-backing-up-together-what-it-means","https://plumbinghands.com/blog/toilet-shower-and-sink-backing-up-together-what-it-means","plumbinghands.com","yes","200","https://plumbinghands.com/blog/toilet-shower-and-sink-backing-up-together-what-it-means"
"/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch","5","/blog|/blog/main-sewer-line-clogged-in-dallas-warning-signs-and-fast-options|/blog/sewer-backup-in-fort-worth-what-it-means-and-who-to-call|/blog/same-day-drain-cleaning-in-dallas-what-to-expect|/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch","https://plumbinghands.com/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch","plumbinghands.com","yes","200","https://plumbinghands.com/blog/water-heater-leaking-in-dallas-emergency-signs-to-watch"
"/blog/water-shutoff-valve-will-not-close-during-a-leak","3","/blog|/blog/water-shutoff-valve-will-not-close-during-a-leak|/blog/emergency-leak-approval-checklist-for-homeowners","https://plumbinghands.com/blog/water-shutoff-valve-will-not-close-during-a-leak","plumbinghands.com","yes","200","https://plumbinghands.com/blog/water-shutoff-valve-will-not-close-during-a-leak"
"/blog/what-counts-as-a-plumbing-emergency","2","/blog|/blog/what-counts-as-a-plumbing-emergency","https://plumbinghands.com/blog/what-counts-as-a-plumbing-emergency","plumbinghands.com","yes","200","https://plumbinghands.com/blog/what-counts-as-a-plumbing-emergency"
"/cities","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities","plumbinghands.com","yes","200","https://plumbinghands.com/cities"
"/cities/allen","7","/cities|/cities/southlake|/cities/flower-mound|/cities/the-colony|/cities/allen","https://plumbinghands.com/cities/allen","plumbinghands.com","yes","200","https://plumbinghands.com/cities/allen"
"/cities/arlington","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities/arlington","plumbinghands.com","yes","200","https://plumbinghands.com/cities/arlington"
"/cities/arlington/24-hour-emergency-plumber","3","/services/24-hour-emergency-plumber|/cities/arlington|/cities/arlington/24-hour-emergency-plumber","https://plumbinghands.com/cities/arlington/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/arlington/24-hour-emergency-plumber"
"/cities/arlington/emergency-drain-cleaning","3","/services/emergency-drain-cleaning|/cities/arlington|/cities/arlington/emergency-drain-cleaning","https://plumbinghands.com/cities/arlington/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/arlington/emergency-drain-cleaning"
"/cities/bedford","7","/cities|/cities/mesquite|/cities/grapevine|/cities/euless|/cities/bedford","https://plumbinghands.com/cities/bedford","plumbinghands.com","yes","200","https://plumbinghands.com/cities/bedford"
"/cities/carrollton","7","/|/cities|/cities/denton|/cities/lewisville|/cities/carrollton","https://plumbinghands.com/cities/carrollton","plumbinghands.com","yes","200","https://plumbinghands.com/cities/carrollton"
"/cities/cedar-hill","8","/cities|/cities/rockwall|/cities/rowlett|/cities/mansfield|/cities/cedar-hill","https://plumbinghands.com/cities/cedar-hill","plumbinghands.com","yes","200","https://plumbinghands.com/cities/cedar-hill"
"/cities/dallas","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities/dallas","plumbinghands.com","yes","200","https://plumbinghands.com/cities/dallas"
"/cities/dallas/24-hour-emergency-plumber","3","/services/24-hour-emergency-plumber|/cities/dallas|/cities/dallas/24-hour-emergency-plumber","https://plumbinghands.com/cities/dallas/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/dallas/24-hour-emergency-plumber"
"/cities/dallas/emergency-drain-cleaning","3","/services/emergency-drain-cleaning|/cities/dallas|/cities/dallas/emergency-drain-cleaning","https://plumbinghands.com/cities/dallas/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/dallas/emergency-drain-cleaning"
"/cities/denton","7","/|/cities|/cities/frisco|/cities/mckinney|/cities/denton","https://plumbinghands.com/cities/denton","plumbinghands.com","yes","200","https://plumbinghands.com/cities/denton"
"/cities/desoto","6","/cities|/cities/mansfield|/cities/cedar-hill|/cities/desoto|/cities/duncanville","https://plumbinghands.com/cities/desoto","plumbinghands.com","yes","200","https://plumbinghands.com/cities/desoto"
"/cities/duncanville","6","/cities|/cities/mansfield|/cities/cedar-hill|/cities/desoto|/cities/duncanville","https://plumbinghands.com/cities/duncanville","plumbinghands.com","yes","200","https://plumbinghands.com/cities/duncanville"
"/cities/euless","6","/cities|/cities/mesquite|/cities/grapevine|/cities/euless|/cities/bedford","https://plumbinghands.com/cities/euless","plumbinghands.com","yes","200","https://plumbinghands.com/cities/euless"
"/cities/flower-mound","6","/cities|/cities/keller|/cities/southlake|/cities/flower-mound|/cities/the-colony","https://plumbinghands.com/cities/flower-mound","plumbinghands.com","yes","200","https://plumbinghands.com/cities/flower-mound"
"/cities/fort-worth","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities/fort-worth","plumbinghands.com","yes","200","https://plumbinghands.com/cities/fort-worth"
"/cities/fort-worth/24-hour-emergency-plumber","3","/services/24-hour-emergency-plumber|/cities/fort-worth|/cities/fort-worth/24-hour-emergency-plumber","https://plumbinghands.com/cities/fort-worth/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/fort-worth/24-hour-emergency-plumber"
"/cities/fort-worth/emergency-drain-cleaning","3","/services/emergency-drain-cleaning|/cities/fort-worth|/cities/fort-worth/emergency-drain-cleaning","https://plumbinghands.com/cities/fort-worth/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/fort-worth/emergency-drain-cleaning"
"/cities/frisco","9","/|/cities|/cities/irving|/cities/garland|/cities/frisco","https://plumbinghands.com/cities/frisco","plumbinghands.com","yes","200","https://plumbinghands.com/cities/frisco"
"/cities/frisco/24-hour-emergency-plumber","2","/cities/frisco|/cities/frisco/24-hour-emergency-plumber","https://plumbinghands.com/cities/frisco/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/frisco/24-hour-emergency-plumber"
"/cities/frisco/emergency-drain-cleaning","2","/cities/frisco|/cities/frisco/emergency-drain-cleaning","https://plumbinghands.com/cities/frisco/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/frisco/emergency-drain-cleaning"
"/cities/garland","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities/garland","plumbinghands.com","yes","200","https://plumbinghands.com/cities/garland"
"/cities/garland/24-hour-emergency-plumber","2","/cities/garland|/cities/garland/24-hour-emergency-plumber","https://plumbinghands.com/cities/garland/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/garland/24-hour-emergency-plumber"
"/cities/garland/emergency-drain-cleaning","2","/cities/garland|/cities/garland/emergency-drain-cleaning","https://plumbinghands.com/cities/garland/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/garland/emergency-drain-cleaning"
"/cities/grand-prairie","6","/cities|/cities/carrollton|/cities/richardson|/cities/grand-prairie|/cities/mesquite","https://plumbinghands.com/cities/grand-prairie","plumbinghands.com","yes","200","https://plumbinghands.com/cities/grand-prairie"
"/cities/grapevine","7","/cities|/cities/richardson|/cities/grand-prairie|/cities/mesquite|/cities/grapevine","https://plumbinghands.com/cities/grapevine","plumbinghands.com","yes","200","https://plumbinghands.com/cities/grapevine"
"/cities/hurst","5","/cities|/cities/euless|/cities/bedford|/cities/hurst|/cities/keller","https://plumbinghands.com/cities/hurst","plumbinghands.com","yes","200","https://plumbinghands.com/cities/hurst"
"/cities/irving","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities/irving","plumbinghands.com","yes","200","https://plumbinghands.com/cities/irving"
"/cities/irving/24-hour-emergency-plumber","2","/cities/irving|/cities/irving/24-hour-emergency-plumber","https://plumbinghands.com/cities/irving/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/irving/24-hour-emergency-plumber"
"/cities/irving/emergency-drain-cleaning","2","/cities/irving|/cities/irving/emergency-drain-cleaning","https://plumbinghands.com/cities/irving/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/irving/emergency-drain-cleaning"
"/cities/keller","7","/cities|/cities/euless|/cities/bedford|/cities/hurst|/cities/keller","https://plumbinghands.com/cities/keller","plumbinghands.com","yes","200","https://plumbinghands.com/cities/keller"
"/cities/lewisville","6","/|/cities|/cities/mckinney|/cities/denton|/cities/lewisville","https://plumbinghands.com/cities/lewisville","plumbinghands.com","yes","200","https://plumbinghands.com/cities/lewisville"
"/cities/mansfield","8","/cities|/cities/rockwall|/cities/rowlett|/cities/mansfield|/cities/cedar-hill","https://plumbinghands.com/cities/mansfield","plumbinghands.com","yes","200","https://plumbinghands.com/cities/mansfield"
"/cities/mckinney","9","/|/cities|/cities/garland|/cities/frisco|/cities/mckinney","https://plumbinghands.com/cities/mckinney","plumbinghands.com","yes","200","https://plumbinghands.com/cities/mckinney"
"/cities/mckinney/24-hour-emergency-plumber","2","/cities/mckinney|/cities/mckinney/24-hour-emergency-plumber","https://plumbinghands.com/cities/mckinney/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/mckinney/24-hour-emergency-plumber"
"/cities/mckinney/emergency-drain-cleaning","2","/cities/mckinney|/cities/mckinney/emergency-drain-cleaning","https://plumbinghands.com/cities/mckinney/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/mckinney/emergency-drain-cleaning"
"/cities/mesquite","5","/cities|/cities/richardson|/cities/grand-prairie|/cities/mesquite|/cities/grapevine","https://plumbinghands.com/cities/mesquite","plumbinghands.com","yes","200","https://plumbinghands.com/cities/mesquite"
"/cities/plano","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cities/plano","plumbinghands.com","yes","200","https://plumbinghands.com/cities/plano"
"/cities/plano/24-hour-emergency-plumber","3","/services/24-hour-emergency-plumber|/cities/plano|/cities/plano/24-hour-emergency-plumber","https://plumbinghands.com/cities/plano/24-hour-emergency-plumber","plumbinghands.com","yes","200","https://plumbinghands.com/cities/plano/24-hour-emergency-plumber"
"/cities/plano/emergency-drain-cleaning","3","/services/emergency-drain-cleaning|/cities/plano|/cities/plano/emergency-drain-cleaning","https://plumbinghands.com/cities/plano/emergency-drain-cleaning","plumbinghands.com","yes","200","https://plumbinghands.com/cities/plano/emergency-drain-cleaning"
"/cities/richardson","6","/|/cities|/cities/lewisville|/cities/carrollton|/cities/richardson","https://plumbinghands.com/cities/richardson","plumbinghands.com","yes","200","https://plumbinghands.com/cities/richardson"
"/cities/rockwall","5","/cities|/cities/the-colony|/cities/allen|/cities/rockwall|/cities/rowlett","https://plumbinghands.com/cities/rockwall","plumbinghands.com","yes","200","https://plumbinghands.com/cities/rockwall"
"/cities/rowlett","7","/cities|/cities/the-colony|/cities/allen|/cities/rockwall|/cities/rowlett","https://plumbinghands.com/cities/rowlett","plumbinghands.com","yes","200","https://plumbinghands.com/cities/rowlett"
"/cities/southlake","5","/cities|/cities/hurst|/cities/keller|/cities/southlake|/cities/flower-mound","https://plumbinghands.com/cities/southlake","plumbinghands.com","yes","200","https://plumbinghands.com/cities/southlake"
"/cities/the-colony","5","/cities|/cities/southlake|/cities/flower-mound|/cities/the-colony|/cities/allen","https://plumbinghands.com/cities/the-colony","plumbinghands.com","yes","200","https://plumbinghands.com/cities/the-colony"
"/cities/wylie","4","/cities|/cities/desoto|/cities/duncanville|/cities/wylie","https://plumbinghands.com/cities/wylie","plumbinghands.com","yes","200","https://plumbinghands.com/cities/wylie"
"/contact","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/contact","plumbinghands.com","yes","200","https://plumbinghands.com/contact"
"/cost-guides/burst-pipe-emergency-cost-guide","7","/|/services/burst-pipe-emergency|/problems/burst-pipe-first-steps|/problems/ceiling-leak-from-plumbing|/cost-guides/emergency-plumbing-cost-dfw","https://plumbinghands.com/cost-guides/burst-pipe-emergency-cost-guide","plumbinghands.com","yes","200","https://plumbinghands.com/cost-guides/burst-pipe-emergency-cost-guide"
"/cost-guides/drain-cleaning-cost-dfw","30","/|/faq|/services/emergency-drain-cleaning|/services/toilet-overflow-emergency|/services/sewer-backup-help","https://plumbinghands.com/cost-guides/drain-cleaning-cost-dfw","plumbinghands.com","yes","200","https://plumbinghands.com/cost-guides/drain-cleaning-cost-dfw"
"/cost-guides/emergency-leak-repair-cost-dfw","7","/|/services/burst-pipe-emergency|/cities/dallas|/problems/water-shutoff-valve-will-not-close|/cost-guides/emergency-leak-repair-cost-dfw","https://plumbinghands.com/cost-guides/emergency-leak-repair-cost-dfw","plumbinghands.com","yes","200","https://plumbinghands.com/cost-guides/emergency-leak-repair-cost-dfw"
"/cost-guides/emergency-plumbing-cost-dfw","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/cost-guides/emergency-plumbing-cost-dfw","plumbinghands.com","yes","200","https://plumbinghands.com/cost-guides/emergency-plumbing-cost-dfw"
"/cost-guides/sewer-line-clog-cost-guide","9","/|/services/main-sewer-line-clog|/problems/water-backing-up-in-shower-and-toilet|/problems/sewer-smell-in-bathroom|/problems/floor-drain-backing-up","https://plumbinghands.com/cost-guides/sewer-line-clog-cost-guide","plumbinghands.com","yes","200","https://plumbinghands.com/cost-guides/sewer-line-clog-cost-guide"
"/cost-guides/water-heater-emergency-cost-guide","5","/|/services/water-heater-emergency|/problems/water-heater-leaking-emergency|/problems/no-hot-water-emergency|/cost-guides/water-heater-emergency-cost-guide","https://plumbinghands.com/cost-guides/water-heater-emergency-cost-guide","plumbinghands.com","yes","200","https://plumbinghands.com/cost-guides/water-heater-emergency-cost-guide"
"/disclosure","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/disclosure","plumbinghands.com","yes","200","https://plumbinghands.com/disclosure"
"/faq","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/faq","plumbinghands.com","yes","200","https://plumbinghands.com/faq"
"/images/hero/emergency-plumbing-abstract.svg","1","/","https://plumbinghands.com/images/hero/emergency-plumbing-abstract.svg","plumbinghands.com","no","200","https://plumbinghands.com/images/hero/emergency-plumbing-abstract.svg"
"/partner-with-us","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/partner-with-us","plumbinghands.com","yes","200","https://plumbinghands.com/partner-with-us"
"/privacy","118","/|/cities|/blog|/faq|/contact","https://plumbinghands.com/privacy","plumbinghands.com","yes","200","https://plumbinghands.com/privacy"
"/problems/bathtub-drain-backing-up","11","/|/cities/dallas/emergency-drain-cleaning|/cities/fort-worth/emergency-drain-cleaning|/cities/arlington/emergency-drain-cleaning|/cities/plano/emergency-drain-cleaning","https://plumbinghands.com/problems/bathtub-drain-backing-up","plumbinghands.com","yes","200","https://plumbinghands.com/problems/bathtub-drain-backing-up"
"/problems/burst-pipe-first-steps","6","/services/24-hour-emergency-plumber|/services/burst-pipe-emergency|/problems/burst-pipe-first-steps|/cost-guides/emergency-plumbing-cost-dfw|/cost-guides/burst-pipe-emergency-cost-guide","https://plumbinghands.com/problems/burst-pipe-first-steps","plumbinghands.com","yes","200","https://plumbinghands.com/problems/burst-pipe-first-steps"
