"path","source_expected","live_sitemap","sampled_live","live_status","final_url","title","meta_description","canonical","h1","h1_count","schema_types","old_copy_hits","internal_link_count","result"
"/cities/dallas","yes","yes","yes","200","https://www.plumbinghands.com/cities/dallas","Emergency plumbing help in Dallas, TX | Plumbing Hands","Request emergency plumbing and drain cleaning help serving Dallas, TX with clear service-area guidance.","https://plumbinghands.com/cities/dallas","Emergency plumbing help in Dallas","1","BreadcrumbList|FAQPage|Organization|WebPage","","60","SAMPLED_OK"
"/cities/dallas/24-hour-emergency-plumber","yes","yes","yes","200","https://www.plumbinghands.com/cities/dallas/24-hour-emergency-plumber","24-hour emergency plumber in Dallas, TX | Plumbing Hands","If water is actively leaking, a drain is backing up, or an essential fixture cannot be used safely, shut off the closest valve when possible and request urgent plumbing help. Local service-area guidance for Dallas, TX with provider availability reminders.","https://plumbinghands.com/cities/dallas/24-hour-emergency-plumber","24-hour emergency plumber in Dallas , TX","1","BreadcrumbList|FAQPage|Organization|Service|WebPage","","44","SAMPLED_OK"
"/cities/dallas/emergency-drain-cleaning","yes","yes","yes","200","https://www.plumbinghands.com/cities/dallas/emergency-drain-cleaning","emergency drain cleaning in Dallas, TX | Plumbing Hands","Emergency drain cleaning is needed when wastewater is backing up, more than one fixture is affected, or a clog blocks a kitchen, bathroom, or business from operating. Local service-area guidance for Dallas, TX with provider availability reminders.","https://plumbinghands.com/cities/dallas/emergency-drain-cleaning","emergency drain cleaning in Dallas , TX","1","BreadcrumbList|FAQPage|Organization|Service|WebPage","","44","SAMPLED_OK"
"/cities/denton","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/desoto","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/duncanville","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/euless","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/flower-mound","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/fort-worth","yes","yes","yes","200","https://www.plumbinghands.com/cities/fort-worth","Emergency plumbing help in Fort Worth, TX | Plumbing Hands","Request emergency plumbing and drain cleaning help serving Fort Worth, TX with clear service-area guidance.","https://plumbinghands.com/cities/fort-worth","Emergency plumbing help in Fort Worth","1","BreadcrumbList|FAQPage|Organization|WebPage","","60","SAMPLED_OK"
"/cities/fort-worth/24-hour-emergency-plumber","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/fort-worth/emergency-drain-cleaning","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/frisco","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/frisco/24-hour-emergency-plumber","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/frisco/emergency-drain-cleaning","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/garland","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/garland/24-hour-emergency-plumber","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/garland/emergency-drain-cleaning","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/grand-prairie","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/grapevine","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/hurst","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/irving","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/irving/24-hour-emergency-plumber","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/irving/emergency-drain-cleaning","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/keller","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/lewisville","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/mansfield","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/mckinney","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/mckinney/24-hour-emergency-plumber","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/mckinney/emergency-drain-cleaning","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/mesquite","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/plano","yes","yes","yes","200","https://www.plumbinghands.com/cities/plano","Emergency plumbing help in Plano, TX | Plumbing Hands","Request emergency plumbing and drain cleaning help serving Plano, TX with clear service-area guidance.","https://plumbinghands.com/cities/plano","Emergency plumbing help in Plano","1","BreadcrumbList|FAQPage|Organization|WebPage","","60","SAMPLED_OK"
"/cities/plano/24-hour-emergency-plumber","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/plano/emergency-drain-cleaning","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/richardson","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/rockwall","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/rowlett","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/southlake","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/the-colony","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cities/wylie","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/contact","yes","yes","yes","200","https://www.plumbinghands.com/contact","Request urgent plumbing help | Plumbing Hands","Contact page for Dallas-Fort Worth emergency plumbing and drain cleaning service requests.","https://plumbinghands.com/contact","Request urgent plumbing help","1","BreadcrumbList|Organization|WebPage","","33","SAMPLED_OK"
"/cost-guides/burst-pipe-emergency-cost-guide","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cost-guides/drain-cleaning-cost-dfw","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cost-guides/emergency-leak-repair-cost-dfw","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cost-guides/emergency-plumbing-cost-dfw","yes","yes","yes","200","https://www.plumbinghands.com/cost-guides/emergency-plumbing-cost-dfw","Emergency plumber cost in Dallas-Fort Worth | Plumbing Hands","Emergency plumber cost in Dallas-Fort Worth depends on diagnosis, timing, access, parts, severity, and the provider&#x27;s own pricing. Confirm any dispatch or diagnostic fee before work starts.","https://plumbinghands.com/cost-guides/emergency-plumbing-cost-dfw","Emergency plumber cost in Dallas-Fort Worth","1","BreadcrumbList|FAQPage|Organization|WebPage","","44","SAMPLED_OK"
"/cost-guides/sewer-line-clog-cost-guide","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/cost-guides/water-heater-emergency-cost-guide","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/disclosure","yes","yes","yes","200","https://www.plumbinghands.com/disclosure","Provider connection disclosure | Plumbing Hands","Disclosure for the Dallas-Fort Worth emergency plumbing service request website.","https://plumbinghands.com/disclosure","Provider connection disclosure","1","BreadcrumbList|Organization|WebPage","fake address|fake review|fake local","32","LIVE_OLD_COPY_REVIEW"
"/faq","yes","yes","yes","200","https://www.plumbinghands.com/faq","Emergency plumbing and drain cleaning FAQ | Plumbing Hands","Answer-ready FAQ hub for urgent plumbing, drain, sewer, cost, and provider connection questions.","https://plumbinghands.com/faq","Emergency plumbing and drain cleaning FAQ","1","BreadcrumbList|FAQPage|Organization|WebPage","Does Plumbing Hands have an office in every city page|fake address|fake local","41","LIVE_OLD_COPY_REVIEW"
"/partner-with-us","yes","yes","yes","200","https://www.plumbinghands.com/partner-with-us","Provider partner inquiries | Plumbing Hands","Partner inquiry page for plumbing providers and service partners in Dallas-Fort Worth.","https://plumbinghands.com/partner-with-us","Provider partner inquiries","1","BreadcrumbList|Organization|WebPage","","32","SAMPLED_OK"
"/privacy","yes","yes","yes","200","https://www.plumbinghands.com/privacy","Privacy policy | Plumbing Hands","Privacy policy for the Dallas-Fort Worth emergency plumbing service request website.","https://plumbinghands.com/privacy","Privacy policy","1","BreadcrumbList|Organization|WebPage","","32","SAMPLED_OK"
"/problems/bathtub-drain-backing-up","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/burst-pipe-first-steps","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/ceiling-leak-from-plumbing","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/floor-drain-backing-up","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/gurgling-toilet-and-slow-drains","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/kitchen-sink-backing-up","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/main-sewer-line-signs","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/no-hot-water-emergency","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/outdoor-cleanout-overflowing","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/sewer-smell-in-bathroom","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/toilet-overflowing-will-not-stop","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/washing-machine-drain-backing-up","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/water-backing-up-in-shower-and-toilet","yes","yes","yes","200","https://www.plumbinghands.com/problems/water-backing-up-in-shower-and-toilet","Water backing up in shower and toilet | Plumbing Hands","Water backing up in a shower and toilet often means a shared drain or main sewer line is restricted. Stop using water and request sewer or drain help quickly.","https://plumbinghands.com/problems/water-backing-up-in-shower-and-toilet","Water backing up in shower and toilet","1","BreadcrumbList|FAQPage|Organization|WebPage","","45","SAMPLED_OK"
"/problems/water-heater-leaking-emergency","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/problems/water-shutoff-valve-will-not-close","yes","yes","yes","200","https://www.plumbinghands.com/problems/water-shutoff-valve-will-not-close","Water shutoff valve will not close | Plumbing Hands","If a water shutoff valve will not close during a leak, avoid forcing it until it breaks, look for the next upstream shutoff if safe, and request urgent plumbing help.","https://plumbinghands.com/problems/water-shutoff-valve-will-not-close","Water shutoff valve will not close","1","BreadcrumbList|FAQPage|Organization|WebPage","","45","SAMPLED_OK"
"/services/24-hour-emergency-plumber","yes","yes","yes","200","https://www.plumbinghands.com/services/24-hour-emergency-plumber","24-hour emergency plumber in Dallas-Fort Worth | Plumbing Hands","If water is actively leaking, a drain is backing up, or an essential fixture cannot be used safely, shut off the closest valve when possible and request urgent plumbing help.","https://plumbinghands.com/services/24-hour-emergency-plumber","24-hour emergency plumber in Dallas-Fort Worth","1","BreadcrumbList|FAQPage|Organization|Service|WebPage","","44","SAMPLED_OK"
"/services/burst-pipe-emergency","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/services/commercial-emergency-plumbing","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/services/emergency-drain-cleaning","yes","yes","yes","200","https://www.plumbinghands.com/services/emergency-drain-cleaning","emergency drain cleaning in Dallas-Fort Worth | Plumbing Hands","Emergency drain cleaning is needed when wastewater is backing up, more than one fixture is affected, or a clog blocks a kitchen, bathroom, or business from operating.","https://plumbinghands.com/services/emergency-drain-cleaning","emergency drain cleaning in Dallas-Fort Worth","1","BreadcrumbList|FAQPage|Organization|Service|WebPage","","44","SAMPLED_OK"
"/services/main-sewer-line-clog","yes","yes","yes","200","https://www.plumbinghands.com/services/main-sewer-line-clog","main sewer line clog in Dallas-Fort Worth | Plumbing Hands","A main sewer line clog often affects several fixtures at once. Stop using water, avoid flushing toilets, and request urgent sewer line guidance.","https://plumbinghands.com/services/main-sewer-line-clog","main sewer line clog in Dallas-Fort Worth","1","BreadcrumbList|FAQPage|Organization|Service|WebPage","","44","SAMPLED_OK"
"/services/same-day-plumber-connection","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/services/sewer-backup-help","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/services/sink-and-shower-drain-backup","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/services/toilet-overflow-emergency","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/services/water-heater-emergency","yes","yes","no","","","","","","","","","","","INVENTORY_OK_NOT_SAMPLED"
"/terms","yes","yes","yes","200","https://www.plumbinghands.com/terms","Terms of use | Plumbing Hands","Terms of use for the Dallas-Fort Worth emergency plumbing service request website.","https://plumbinghands.com/terms","Terms of use","1","BreadcrumbList|Organization|WebPage","","32","SAMPLED_OK"
